drug_id,drug_name,therapeutic_area,molecule_type,launch_year,region,month_year,units_sold,drug_price,competitor_1_price,competitor_2_price,competitor_3_price,insurance_coverage,hospital_tier,doctor_visits,marketing_spend,rep_visits,regulatory_flags,adverse_events,patient_income_level,total_revenue,market_share
D0150,Pulmofix,Immunology,Biologic,2020,Europe,01-2024,205,139.6,145.73,474.45,338.27,72,Tier 1,55,40572.0,32,0,8,Low,28618.0,39.88
D0060,Diabetrol,Diabetes,Biosimilar,2004,North America,01-2024,174,365.03,350.65,57.46,375.42,55,Tier 3,51,106555.13,33,2,3,Mid,63515.219999999994,55.59
D0064,OncoCure,Pulmonology,Small Molecule,2013,LATAM,01-2024,233,309.74,463.37,320.17,231.62,74,Tier 1,43,12223.5,29,0,4,High,72169.42,63.66
D0093,Pulmofix,Neurology,Biosimilar,2020,Europe,01-2024,209,459.88,183.12,223.49,446.39,86,Tier 3,60,67185.35,32,0,6,Low,96114.92,19.81
D0072,Immunexa,Oncology,Biosimilar,2015,Europe,01-2024,185,44.01,261.39,287.18,408.56,82,Tier 3,62,187389.59,26,0,5,Low,8141.849999999999,16.56
D0011,Neuroxin,Rheumatology,Biologic,2012,APAC,01-2024,196,94.53,242.3,122.34,397.0,81,Tier 1,55,69000.62,29,0,7,Low,18527.88,37.05
D0105,ArthroAid,Oncology,Small Molecule,2021,LATAM,01-2024,181,398.84,95.65,350.29,239.96,56,Tier 3,45,78487.28,29,0,10,High,72190.04,16.98
D0014,Immunexa,Diabetes,Biosimilar,2021,LATAM,01-2024,207,192.08,303.35,480.67,38.03,43,Tier 3,43,99901.36,24,0,6,Low,39760.560000000005,17.45
D0060,Neuroxin,Dermatology,Biologic,2019,APAC,02-2024,222,76.81,376.64,240.04,256.28,88,Tier 3,44,116721.74,31,0,8,Low,17051.82,36.33
D0030,Pulmofix,Cardiology,Small Molecule,2021,APAC,02-2024,199,498.3,460.1,271.02,451.25,43,Tier 1,49,163654.64,24,0,3,High,99161.7,17.26
D0035,Diabetrol,Cardiology,Small Molecule,2003,North America,02-2024,188,397.88,428.39,135.11,111.42,90,Tier 3,40,46161.03,26,0,5,Mid,74801.44,26.11
D0165,Immunexa,Rheumatology,Biosimilar,2010,North America,02-2024,182,216.2,264.81,448.1,491.64,64,Tier 2,56,175631.81,30,0,2,Low,39348.4,16.12
D0005,Dermasol,Dermatology,Small Molecule,2016,Europe,02-2024,216,415.21,365.13,486.16,407.69,72,Tier 2,47,153934.38,25,0,6,High,89685.36,20.45
D0083,Neuroxin,Pulmonology,Biosimilar,2006,Europe,02-2024,218,346.69,404.38,397.42,360.72,53,Tier 3,57,147303.56,16,0,6,Low,75578.42,18.03
D0123,Diabetrol,Pulmonology,Small Molecule,2013,Europe,02-2024,223,399.19,256.87,280.53,345.04,63,Tier 2,61,26492.87,34,0,1,Low,89019.37,34.84
D0078,ArthroAid,Pulmonology,Biologic,2010,Europe,02-2024,206,411.3,75.41,479.26,301.77,50,Tier 1,49,14111.73,31,0,5,Mid,84727.8,21.8
D0154,ArthroAid,Cardiology,Biosimilar,2021,North America,02-2024,216,60.67,230.21,93.85,365.92,64,Tier 3,47,122862.41,28,1,2,High,13104.720000000001,18.73
D0062,OncoCure,Oncology,Biosimilar,2008,LATAM,02-2024,182,319.03,424.39,249.68,222.51,67,Tier 1,35,173995.45,34,0,4,Mid,58063.45999999999,26.42
D0132,Neuroxin,Cardiology,Small Molecule,2022,Europe,02-2024,196,23.26,306.39,278.05,425.74,46,Tier 2,51,121043.88,25,0,3,Mid,4558.96,19.29
D0089,Pulmofix,Immunology,Small Molecule,2012,LATAM,02-2024,219,40.86,367.74,256.12,354.25,88,Tier 2,45,50514.62,33,0,7,High,8948.34,19.31
D0042,OncoCure,Neurology,Biosimilar,2022,Europe,02-2024,191,453.91,108.93,405.16,390.2,75,Tier 2,56,27198.78,37,0,4,Mid,86696.81,51.62
D0089,OncoCure,Pulmonology,Small Molecule,2017,APAC,02-2024,203,273.23,482.88,341.79,400.39,49,Tier 2,51,142923.33,30,0,6,Low,55465.69,18.3
D0146,Cardiolax,Oncology,Biologic,2010,Europe,02-2024,195,373.23,213.96,80.8,64.19,88,Tier 1,54,147136.35,35,0,9,High,72779.85,41.49
D0040,Immunexa,Diabetes,Small Molecule,2014,Europe,02-2024,197,422.48,333.75,186.3,46.71,75,Tier 3,45,42781.02,33,2,4,High,83228.56,18.92
D0072,Neuroxin,Rheumatology,Biologic,2021,Europe,02-2024,191,475.8,29.06,182.76,404.47,70,Tier 1,46,15356.16,22,0,4,Low,90877.8,16.93
D0039,OncoCure,Diabetes,Biologic,2018,North America,02-2024,212,437.29,81.11,291.5,144.5,58,Tier 3,42,87573.87,29,0,4,Low,92705.48000000001,18.29
D0104,Cardiolax,Neurology,Biologic,2000,APAC,02-2024,193,251.99,395.38,159.9,299.35,57,Tier 2,46,120716.55,38,0,4,Low,48634.07,18.05
D0014,Pulmofix,Oncology,Biologic,2003,Europe,02-2024,218,181.27,484.63,76.29,232.98,88,Tier 2,33,144140.46,20,0,5,Mid,39516.86,36.21
D0032,Diabetrol,Cardiology,Biologic,2013,Europe,02-2024,197,94.16,173.63,333.77,30.58,45,Tier 2,66,163889.55,26,0,9,Mid,18549.52,21.27
D0179,Dermasol,Cardiology,Small Molecule,2013,LATAM,02-2024,195,212.15,37.85,428.5,39.34,67,Tier 2,55,126002.11,27,0,3,Mid,41369.25,20.06
D0125,Dermasol,Immunology,Biologic,2002,APAC,02-2024,211,195.92,193.22,467.17,417.02,46,Tier 1,44,31067.32,30,0,6,Mid,41339.119999999995,33.6
D0166,Neuroxin,Immunology,Small Molecule,2016,Europe,02-2024,200,288.6,28.38,486.84,311.69,77,Tier 3,41,139690.52,26,0,4,Mid,57720.00000000001,28.21
D0097,OncoCure,Cardiology,Biologic,2002,LATAM,02-2024,200,339.44,112.34,394.94,271.44,96,Tier 3,47,196993.56,35,0,6,Mid,67888.0,45.35
D0023,Dermasol,Diabetes,Biosimilar,2015,LATAM,02-2024,195,489.6,381.19,87.06,473.29,51,Tier 2,42,182061.07,35,0,3,High,95472.0,36.04
D0063,Immunexa,Rheumatology,Biologic,2013,North America,02-2024,199,369.63,469.8,429.49,103.1,80,Tier 1,69,175617.09,25,0,8,High,73556.37,41.89
D0143,Dermasol,Pulmonology,Biosimilar,2019,LATAM,02-2024,215,329.0,61.98,211.98,143.83,89,Tier 2,42,67412.33,37,0,5,High,70735.0,19.11
D0153,Dermasol,Diabetes,Biologic,2012,Europe,02-2024,175,180.84,287.79,370.36,383.23,73,Tier 3,50,152649.75,25,0,7,High,31647.0,28.32
D0145,Dermasol,Rheumatology,Biologic,2014,North America,03-2024,199,36.56,141.86,275.01,392.11,64,Tier 3,55,171709.65,29,0,4,High,7275.4400000000005,35.41
D0194,ArthroAid,Immunology,Biologic,2013,North America,03-2024,196,158.3,86.75,417.73,214.35,56,Tier 1,43,138881.98,30,2,4,High,31026.800000000003,42.33
D0053,Cardiolax,Neurology,Biosimilar,2018,Europe,03-2024,193,388.85,125.11,224.24,476.47,92,Tier 3,51,57606.73,21,0,2,Mid,75048.05,60.88
D0104,OncoCure,Rheumatology,Biosimilar,2005,APAC,03-2024,211,118.53,297.33,49.66,470.36,72,Tier 1,50,191228.45,31,0,7,High,25009.83,20.83
D0104,Immunexa,Cardiology,Biologic,2009,LATAM,03-2024,166,361.85,51.26,287.28,25.96,62,Tier 2,63,95655.69,28,0,5,Low,60067.100000000006,14.25
D0179,OncoCure,Immunology,Small Molecule,2014,North America,03-2024,191,298.29,228.42,102.22,102.72,48,Tier 2,52,34663.06,14,0,6,High,56973.39000000001,23.38
D0039,ArthroAid,Immunology,Biologic,2020,APAC,03-2024,177,102.49,84.91,483.45,413.71,45,Tier 1,48,30857.8,23,0,8,Low,18140.73,22.01
D0179,Neuroxin,Pulmonology,Biosimilar,2021,Europe,03-2024,207,145.58,150.88,272.94,180.9,41,Tier 2,49,133028.61,35,0,7,Low,30135.06,33.6
D0198,Neuroxin,Cardiology,Biologic,2019,LATAM,03-2024,197,258.23,111.56,285.71,65.82,77,Tier 1,47,93164.83,23,1,4,High,50871.310000000005,21.07
D0134,Neuroxin,Pulmonology,Biosimilar,2005,LATAM,03-2024,204,220.82,443.83,455.49,396.8,48,Tier 2,31,27951.94,27,0,4,Mid,45047.28,18.85
D0067,Pulmofix,Cardiology,Biosimilar,2022,North America,03-2024,198,393.71,359.85,319.8,238.2,42,Tier 2,40,150669.27,28,0,3,Mid,77954.58,60.92
D0135,Dermasol,Pulmonology,Biosimilar,2009,LATAM,03-2024,206,372.51,436.86,165.31,256.36,55,Tier 3,60,161871.78,28,0,6,Low,76737.06,19.07
D0179,Pulmofix,Rheumatology,Biologic,2006,LATAM,03-2024,197,295.8,204.06,162.13,109.46,64,Tier 3,55,147828.97,28,0,9,Mid,58272.600000000006,29.58
D0200,Cardiolax,Diabetes,Biosimilar,2021,LATAM,03-2024,162,414.69,170.44,260.76,337.23,63,Tier 1,56,48429.57,33,0,4,Low,67179.78,25.12
D0042,Neuroxin,Neurology,Biosimilar,2016,LATAM,03-2024,192,290.08,202.68,435.97,284.6,86,Tier 2,44,141057.34,32,1,8,Mid,55695.36,32.82
D0192,ArthroAid,Neurology,Biologic,2017,Europe,03-2024,179,482.91,28.9,401.47,119.2,68,Tier 2,49,12037.33,30,0,4,Mid,86440.89,19.0
D0015,Immunexa,Cardiology,Biosimilar,2016,APAC,03-2024,178,124.27,367.86,482.12,183.36,83,Tier 2,51,67971.31,33,0,5,Mid,22120.059999999998,23.54
D0111,OncoCure,Oncology,Biologic,2008,Europe,03-2024,210,362.78,187.89,54.51,306.5,94,Tier 3,48,85776.09,21,0,1,Mid,76183.79999999999,23.62
D0157,Dermasol,Dermatology,Biosimilar,2009,Europe,03-2024,254,197.57,170.4,148.8,463.94,79,Tier 1,53,168696.92,33,2,3,High,50182.78,65.13
D0033,Diabetrol,Immunology,Small Molecule,2009,North America,03-2024,198,153.9,307.11,58.5,461.78,65,Tier 1,56,84174.93,37,2,5,High,30472.2,16.71
D0155,Immunexa,Immunology,Small Molecule,2006,LATAM,03-2024,220,106.59,229.4,380.52,158.19,77,Tier 1,44,12141.19,29,0,1,High,23449.8,25.4
D0164,Dermasol,Cardiology,Biosimilar,2015,Europe,03-2024,202,285.2,490.8,87.6,373.1,74,Tier 2,55,76945.82,36,0,6,Low,57610.399999999994,21.33
D0157,Pulmofix,Rheumatology,Small Molecule,2017,LATAM,03-2024,187,123.43,191.0,67.95,392.25,62,Tier 1,41,104795.58,28,0,5,High,23081.41,16.07
D0038,Pulmofix,Pulmonology,Biologic,2005,Europe,03-2024,207,116.17,314.67,289.6,408.24,43,Tier 3,52,190310.91,25,1,6,High,24047.19,21.14
D0185,Immunexa,Oncology,Small Molecule,2019,Europe,03-2024,185,495.46,169.59,217.51,293.97,98,Tier 3,58,188796.52,28,0,5,High,91660.09999999999,28.2
D0097,Pulmofix,Diabetes,Biosimilar,2000,North America,03-2024,208,404.84,495.49,363.25,25.04,81,Tier 1,45,44366.07,41,0,4,Mid,84206.72,19.94
D0155,Neuroxin,Pulmonology,Biosimilar,2000,APAC,03-2024,189,379.17,233.65,253.77,385.6,53,Tier 2,51,45177.84,37,1,4,Mid,71663.13,20.77
D0183,Cardiolax,Pulmonology,Biologic,2011,APAC,03-2024,203,401.15,324.38,224.16,71.17,92,Tier 3,42,41042.48,23,0,3,Mid,81433.45,50.25
D0033,OncoCure,Cardiology,Biosimilar,2020,Europe,03-2024,181,485.08,80.83,224.24,76.1,95,Tier 3,52,159895.17,35,0,5,Mid,87799.48,28.5
D0196,Cardiolax,Cardiology,Biologic,2001,North America,03-2024,208,295.17,371.85,438.5,310.7,86,Tier 2,51,11144.19,33,0,5,Mid,61395.36,26.94
D0086,Dermasol,Rheumatology,Small Molecule,2003,LATAM,03-2024,228,125.72,149.22,209.71,492.09,78,Tier 2,46,34163.67,38,0,3,High,28664.16,22.33
D0066,OncoCure,Immunology,Small Molecule,2016,LATAM,04-2024,176,433.86,235.33,180.03,136.42,46,Tier 1,73,112212.33,23,0,5,High,76359.36,23.31
D0010,ArthroAid,Cardiology,Biologic,2003,Europe,04-2024,223,376.51,443.9,182.5,329.99,47,Tier 3,69,57036.79,31,0,6,Mid,83961.73,22.73
D0005,OncoCure,Cardiology,Biologic,2010,APAC,04-2024,196,218.87,485.87,114.37,165.75,81,Tier 3,65,27547.73,32,0,8,Mid,42898.520000000004,38.36
D0123,Cardiolax,Cardiology,Biosimilar,2021,North America,04-2024,190,247.31,223.79,433.13,451.39,90,Tier 1,51,78376.82,25,0,7,High,46988.9,20.21
D0074,Immunexa,Rheumatology,Small Molecule,2003,APAC,04-2024,205,217.4,420.71,90.38,304.89,58,Tier 1,45,62099.44,25,0,4,High,44567.0,32.49
D0097,OncoCure,Immunology,Biologic,2000,LATAM,04-2024,198,466.37,45.61,456.13,119.59,41,Tier 3,59,107109.82,41,2,4,Mid,92341.26,19.86
D0118,ArthroAid,Diabetes,Small Molecule,2006,APAC,04-2024,199,184.9,426.84,156.06,145.82,86,Tier 3,61,196054.38,28,0,1,Low,36795.1,22.16
D0038,ArthroAid,Diabetes,Biologic,2017,LATAM,04-2024,216,482.47,322.16,451.72,227.59,40,Tier 2,53,33617.88,33,0,4,Mid,104213.52,38.43
D0141,ArthroAid,Dermatology,Small Molecule,2008,North America,04-2024,207,456.93,254.58,399.59,78.58,81,Tier 2,50,80818.07,16,0,4,High,94584.51,20.62
D0159,Cardiolax,Dermatology,Biosimilar,2002,North America,04-2024,208,322.65,447.18,299.35,57.79,77,Tier 3,53,187077.15,45,0,7,Low,67111.2,52.66
D0047,OncoCure,Cardiology,Small Molecule,2007,Europe,04-2024,204,298.31,425.76,341.35,346.43,93,Tier 3,56,176605.88,37,2,4,Mid,60855.24,32.03
D0109,Diabetrol,Dermatology,Small Molecule,2018,Europe,04-2024,190,197.64,162.53,176.41,215.44,52,Tier 2,53,84911.5,33,0,6,High,37551.6,19.94
D0180,Immunexa,Immunology,Small Molecule,2003,APAC,04-2024,209,28.8,399.91,295.63,368.59,81,Tier 1,52,142801.12,26,0,4,High,6019.2,19.23
D0184,Neuroxin,Rheumatology,Small Molecule,2017,North America,04-2024,192,81.26,67.76,160.35,72.83,83,Tier 1,39,26692.83,32,1,5,High,15601.920000000002,39.1
D0015,OncoCure,Diabetes,Small Molecule,2019,North America,04-2024,196,382.03,414.93,213.09,312.74,63,Tier 3,48,145382.8,35,0,3,Mid,74877.87999999999,28.91
D0157,ArthroAid,Pulmonology,Biosimilar,2010,Europe,04-2024,215,246.34,344.22,387.04,232.79,71,Tier 3,58,194842.97,36,0,3,Mid,52963.1,28.98
D0136,Diabetrol,Diabetes,Biologic,2013,LATAM,04-2024,207,91.92,62.18,137.09,47.84,69,Tier 2,61,112122.75,33,1,4,Low,19027.44,32.29
D0005,Neuroxin,Diabetes,Small Molecule,2017,APAC,04-2024,207,146.7,347.88,422.65,281.5,45,Tier 3,38,104713.14,35,0,8,High,30366.899999999998,19.45
D0157,Neuroxin,Immunology,Biosimilar,2015,APAC,04-2024,196,474.96,298.65,200.42,59.75,77,Tier 1,59,45590.54,35,0,6,High,93092.15999999999,26.31
D0047,Dermasol,Dermatology,Small Molecule,2002,Europe,04-2024,196,196.22,305.38,275.44,417.31,72,Tier 2,54,130419.76,26,0,5,Low,38459.12,38.36
D0068,OncoCure,Pulmonology,Small Molecule,2014,North America,04-2024,214,455.69,159.61,472.14,323.34,83,Tier 2,47,122183.08,16,1,7,Mid,97517.66,23.8
D0076,Cardiolax,Immunology,Biologic,2003,Europe,04-2024,209,166.23,147.92,347.0,287.34,94,Tier 1,46,133867.28,29,0,8,High,34742.07,21.33
D0173,OncoCure,Cardiology,Small Molecule,2004,Europe,04-2024,189,280.75,386.02,329.89,84.07,62,Tier 1,55,14955.82,30,0,4,Low,53061.75,34.81
D0130,Diabetrol,Rheumatology,Biosimilar,2016,Europe,04-2024,204,29.83,143.27,361.57,157.98,49,Tier 2,55,114257.46,37,2,7,High,6085.32,24.52
D0155,Neuroxin,Neurology,Biosimilar,2006,Europe,04-2024,211,270.5,234.21,460.69,256.58,96,Tier 3,51,123037.62,33,0,4,Mid,57075.5,25.89
D0095,OncoCure,Diabetes,Biologic,2015,LATAM,04-2024,215,325.73,353.5,139.29,323.98,85,Tier 1,52,49430.73,25,0,6,Mid,70031.95,28.59
D0115,Cardiolax,Neurology,Small Molecule,2013,LATAM,04-2024,204,132.47,58.22,314.36,107.95,54,Tier 2,55,49583.24,25,0,4,Low,27023.88,21.41
D0164,Dermasol,Rheumatology,Biosimilar,2015,North America,04-2024,213,297.89,305.38,212.19,24.26,99,Tier 3,51,62481.45,26,0,6,Low,63450.57,27.24
D0036,OncoCure,Rheumatology,Small Molecule,2006,Europe,04-2024,217,330.64,302.9,25.69,185.48,62,Tier 3,60,145227.1,29,0,3,High,71748.87999999999,67.39
D0026,Immunexa,Immunology,Small Molecule,2008,LATAM,04-2024,190,349.71,348.43,80.14,251.78,95,Tier 2,50,125190.55,38,2,2,Mid,66444.9,37.4
D0043,Dermasol,Immunology,Small Molecule,2003,North America,05-2024,201,392.67,197.57,176.0,108.53,75,Tier 1,49,170694.9,37,0,4,Mid,78926.67,24.72
D0027,Cardiolax,Immunology,Biologic,2021,Europe,05-2024,198,169.44,235.51,291.2,256.24,96,Tier 3,56,66175.13,19,0,7,Low,33549.12,22.68
D0069,Diabetrol,Neurology,Small Molecule,2010,APAC,05-2024,220,292.53,178.39,443.11,182.47,40,Tier 1,52,183292.93,38,0,6,Low,64356.59999999999,21.15
D0148,Neuroxin,Immunology,Biosimilar,2001,LATAM,05-2024,211,491.16,407.92,399.73,238.44,47,Tier 2,56,151304.17,33,0,10,High,103634.76000000001,25.64
D0011,OncoCure,Rheumatology,Small Molecule,2011,North America,05-2024,190,451.11,82.69,285.6,186.78,42,Tier 1,47,85052.22,36,0,5,Mid,85710.90000000001,16.41
D0074,Cardiolax,Cardiology,Biosimilar,2011,APAC,05-2024,209,477.28,482.22,55.46,321.66,53,Tier 3,50,28099.79,32,0,5,High,99751.51999999999,42.05
D0104,Dermasol,Immunology,Small Molecule,2003,Europe,05-2024,180,205.35,324.72,157.24,40.59,56,Tier 2,55,58826.9,35,0,6,High,36963.0,34.22
D0038,Immunexa,Oncology,Biosimilar,2017,Europe,05-2024,223,397.73,445.72,196.02,102.03,73,Tier 3,45,191785.96,34,1,6,Low,88693.79000000001,20.44
D0134,Cardiolax,Dermatology,Biosimilar,2020,Europe,05-2024,212,317.55,224.59,318.42,227.72,86,Tier 3,45,68969.04,34,0,2,Mid,67320.6,21.26
D0200,Pulmofix,Neurology,Small Molecule,2006,LATAM,05-2024,185,59.71,179.49,51.16,191.02,45,Tier 2,47,72681.18,23,0,3,Low,11046.35,20.44
D0023,ArthroAid,Oncology,Small Molecule,2000,North America,05-2024,193,415.51,452.35,274.49,207.98,44,Tier 2,35,46021.9,30,0,5,High,80193.43,22.34
D0047,Immunexa,Immunology,Biosimilar,2022,APAC,05-2024,181,345.01,67.46,452.7,405.81,85,Tier 1,47,163301.61,37,0,4,High,62446.81,21.68
D0090,Dermasol,Rheumatology,Biologic,2012,North America,05-2024,196,115.48,76.21,358.61,445.44,90,Tier 2,48,62372.4,29,1,10,Mid,22634.08,27.11
D0046,Diabetrol,Cardiology,Small Molecule,2005,LATAM,05-2024,183,58.27,163.69,402.6,139.36,80,Tier 1,61,72749.07,30,0,4,Mid,10663.41,22.0
D0107,Neuroxin,Diabetes,Biologic,2005,North America,05-2024,188,421.77,480.69,347.2,421.47,79,Tier 2,51,88726.14,42,0,6,Mid,79292.76,28.92
D0140,Dermasol,Pulmonology,Small Molecule,2011,LATAM,05-2024,187,57.87,323.87,119.16,240.22,68,Tier 3,40,92408.37,26,0,5,Mid,10821.689999999999,17.71
D0141,ArthroAid,Dermatology,Small Molecule,2007,Europe,05-2024,181,63.85,286.01,73.03,151.43,74,Tier 1,49,88154.75,32,0,9,Low,11556.85,20.71
D0104,Diabetrol,Pulmonology,Small Molecule,2021,APAC,05-2024,173,225.16,358.57,418.16,493.02,57,Tier 2,49,105711.3,31,0,5,Low,38952.68,25.9
D0190,OncoCure,Immunology,Small Molecule,2018,Europe,05-2024,191,84.7,220.39,353.84,415.9,79,Tier 1,38,164757.45,29,0,10,Low,16177.7,18.67
D0111,Cardiolax,Dermatology,Biologic,2004,North America,05-2024,210,458.56,383.88,296.03,497.24,87,Tier 1,49,165664.16,36,0,8,Low,96297.6,22.53
D0104,Pulmofix,Dermatology,Small Molecule,2017,Europe,05-2024,226,245.74,208.75,110.86,100.73,69,Tier 1,56,161679.5,39,0,6,High,55537.240000000005,20.51
D0060,Immunexa,Cardiology,Biosimilar,2004,APAC,05-2024,194,293.19,416.65,309.61,89.04,54,Tier 3,60,29213.72,19,0,6,Low,56878.86,45.22
D0171,Immunexa,Dermatology,Biosimilar,2009,Europe,05-2024,210,465.49,148.3,35.03,261.62,92,Tier 2,52,161938.97,40,0,4,Low,97752.90000000001,28.26
D0100,Cardiolax,Neurology,Biologic,2000,APAC,05-2024,198,274.53,153.22,77.04,326.55,54,Tier 2,44,32847.84,21,0,5,Mid,54356.939999999995,17.29
D0068,Pulmofix,Oncology,Small Molecule,2009,APAC,05-2024,196,189.72,270.74,169.71,102.11,55,Tier 1,48,33697.52,30,0,2,High,37185.12,31.97
D0133,Cardiolax,Oncology,Biosimilar,2004,Europe,05-2024,188,402.63,226.77,232.99,433.01,96,Tier 2,50,190093.93,29,0,3,Low,75694.44,22.87
D0120,OncoCure,Oncology,Biologic,2011,LATAM,05-2024,195,232.57,331.1,77.87,275.37,72,Tier 3,45,165685.59,37,0,7,High,45351.15,24.53
D0037,ArthroAid,Neurology,Small Molecule,2021,North America,05-2024,202,172.87,194.86,77.57,217.25,49,Tier 1,53,114957.99,24,0,4,High,34919.74,31.08
D0072,Diabetrol,Pulmonology,Biosimilar,2006,LATAM,05-2024,192,367.15,130.66,368.43,308.99,58,Tier 3,48,176244.34,31,0,6,High,70492.79999999999,54.86
D0127,Dermasol,Cardiology,Biosimilar,2008,LATAM,05-2024,196,404.77,245.51,293.47,324.78,76,Tier 3,44,197979.28,36,0,4,High,79334.92,18.27
D0106,Immunexa,Dermatology,Biologic,2021,Europe,05-2024,180,400.02,289.26,276.2,40.54,89,Tier 2,39,126021.99,22,2,4,Mid,72003.59999999999,42.96
D0092,OncoCure,Neurology,Small Molecule,2020,North America,06-2024,214,489.28,88.45,237.17,499.95,42,Tier 2,56,126450.7,22,1,4,Mid,104705.92,17.74
D0031,Diabetrol,Oncology,Small Molecule,2011,North America,06-2024,195,397.6,287.22,488.74,194.68,75,Tier 1,52,153341.14,24,0,7,High,77532.0,21.15
D0122,OncoCure,Immunology,Biosimilar,2022,LATAM,06-2024,197,389.57,173.24,43.9,49.54,43,Tier 3,45,54106.4,32,0,5,High,76745.29,39.4
D0137,Pulmofix,Diabetes,Biosimilar,2000,Europe,06-2024,205,431.59,208.38,106.7,429.12,50,Tier 2,48,41753.72,29,0,5,High,88475.95,44.37
D0051,Immunexa,Dermatology,Biosimilar,2010,North America,06-2024,181,20.09,154.07,330.8,496.65,80,Tier 1,48,154320.34,22,0,7,Mid,3636.29,29.67
D0029,Dermasol,Neurology,Small Molecule,2020,LATAM,06-2024,193,193.97,467.08,85.46,411.85,72,Tier 1,47,75531.91,42,0,2,Mid,37436.21,39.55
D0040,Cardiolax,Rheumatology,Biologic,2014,North America,06-2024,192,374.05,348.0,302.9,428.9,67,Tier 2,37,35663.37,29,0,6,High,71817.6,26.59
D0041,Cardiolax,Neurology,Biologic,2001,Europe,06-2024,204,307.87,145.98,292.53,320.45,71,Tier 3,33,69826.77,33,0,6,High,62805.48,19.86
D0011,Diabetrol,Cardiology,Small Molecule,2019,Europe,06-2024,193,105.23,329.62,486.08,462.72,96,Tier 1,59,78141.0,37,1,5,High,20309.39,22.84
D0151,Dermasol,Cardiology,Biologic,2006,Europe,06-2024,190,165.79,427.31,444.03,37.15,55,Tier 2,40,193393.26,29,1,5,High,31500.1,16.38
D0001,ArthroAid,Neurology,Biosimilar,2020,North America,06-2024,203,181.66,212.78,473.87,388.03,48,Tier 1,42,142612.35,32,0,4,Mid,36876.979999999996,24.73
D0046,Neuroxin,Oncology,Biologic,2011,APAC,06-2024,199,292.56,418.38,74.53,341.94,50,Tier 2,46,110862.7,29,0,4,Low,58219.44,17.16
D0101,Pulmofix,Diabetes,Biologic,2021,North America,06-2024,182,419.17,94.12,436.71,43.8,45,Tier 1,62,194085.9,33,0,6,Low,76288.94,15.62
D0149,Diabetrol,Dermatology,Biologic,2017,APAC,06-2024,205,467.6,414.94,81.96,281.11,98,Tier 3,53,181596.55,34,0,5,Mid,95858.0,22.26
D0090,Neuroxin,Cardiology,Biosimilar,2002,Europe,06-2024,196,380.04,279.34,323.81,267.23,88,Tier 1,49,107280.16,26,0,2,Mid,74487.84000000001,25.55
D0110,OncoCure,Dermatology,Small Molecule,2006,LATAM,06-2024,196,424.62,127.03,365.64,351.94,66,Tier 2,48,182079.13,27,0,2,Low,83225.52,26.03
D0164,Pulmofix,Oncology,Biosimilar,2010,APAC,06-2024,209,245.65,215.43,97.21,57.22,51,Tier 2,55,86817.89,37,0,3,Low,51340.85,18.53
D0182,OncoCure,Dermatology,Small Molecule,2017,Europe,06-2024,192,207.09,494.24,323.68,406.53,61,Tier 2,52,53779.93,31,0,4,Low,39761.28,57.14
D0057,ArthroAid,Immunology,Small Molecule,2011,Europe,06-2024,194,208.5,396.11,45.18,86.91,79,Tier 3,54,54208.85,22,0,5,High,40449.0,58.61
D0001,Dermasol,Cardiology,Small Molecule,2005,APAC,06-2024,207,315.7,296.04,160.77,220.96,87,Tier 2,53,135839.95,23,1,6,Low,65349.899999999994,21.08
D0063,Immunexa,Oncology,Biologic,2004,LATAM,06-2024,221,79.63,75.28,462.16,443.02,76,Tier 2,54,105203.36,32,0,9,Low,17598.23,24.21
D0182,Pulmofix,Oncology,Biologic,2000,Europe,06-2024,209,298.16,220.55,102.43,289.06,60,Tier 3,47,135200.66,23,0,3,High,62315.44,32.2
D0055,Neuroxin,Diabetes,Small Molecule,2011,APAC,06-2024,218,339.26,146.26,51.33,202.2,72,Tier 2,55,140354.43,34,0,5,High,73958.68,24.58
D0115,ArthroAid,Diabetes,Small Molecule,2010,LATAM,06-2024,207,230.68,54.08,232.97,43.14,56,Tier 2,51,14241.35,29,0,3,Mid,47750.76,34.05
D0168,Immunexa,Immunology,Biologic,2003,LATAM,06-2024,199,477.52,280.26,428.3,342.69,95,Tier 3,43,20267.52,34,1,4,High,95026.48,21.33
D0143,Cardiolax,Oncology,Biosimilar,2017,Europe,06-2024,177,311.94,446.81,56.8,493.54,68,Tier 1,59,111208.77,35,0,3,Low,55213.38,18.01
D0149,Neuroxin,Pulmonology,Small Molecule,2003,North America,06-2024,214,125.6,344.29,190.66,457.66,92,Tier 2,50,46296.74,22,0,9,High,26878.399999999998,42.29
D0175,Diabetrol,Oncology,Biosimilar,2016,North America,06-2024,206,250.02,139.85,451.89,364.3,79,Tier 1,55,130181.42,26,0,6,Mid,51504.12,17.12
D0053,Cardiolax,Diabetes,Biologic,2001,Europe,06-2024,189,344.19,295.32,76.71,70.54,49,Tier 3,44,114915.29,35,1,1,Low,65051.909999999996,20.91
D0137,ArthroAid,Pulmonology,Small Molecule,2021,LATAM,06-2024,186,175.34,472.75,169.12,134.93,57,Tier 2,51,121294.47,26,0,5,Mid,32613.24,20.46
D0180,Cardiolax,Cardiology,Biosimilar,2001,Europe,07-2024,191,58.23,367.0,393.64,109.69,86,Tier 2,43,67466.52,28,0,6,Mid,11121.93,45.26
